lexeme,stem,class,regular,last,last2,last3,last4,first,first2,first3,first4
exacerbar,exazerb,ar-regular,1,b,r,e,z,e,x,a,z
exagerar,exajer,ar-regular,1,r,e,j,a,e,x,a,j
exaltar,exalt,ar-regular,1,t,l,a,x,e,x,a,l
examinar,examin,ar-regular,1,n,i,m,a,e,x,a,m
exasperar,exasper,ar-regular,1,r,e,p,s,e,x,a,s
excarcelar,excarzel,ar-regular,1,l,e,z,r,e,x,c,a
excavar,excab,ar-regular,1,b,a,c,x,e,x,c,a
exceptuar,exzeptu,ar-regular,1,u,t,p,e,e,x,z,e
excitar,exzit,ar-regular,1,t,i,z,x,e,x,z,i
exclamar,exclam,ar-regular,1,m,a,l,c,e,x,c,l
excomulgar,excomulg,ar-regular,1,g,l,u,m,e,x,c,o
exculpar,exculp,ar-regular,1,p,l,u,c,e,x,c,u
excusar,excus,ar-regular,1,s,u,c,x,e,x,c,u
exhortar,exort,ar-regular,1,t,r,o,x,e,x,o,r
exhumar,exum,ar-regular,1,m,u,x,e,e,x,u,m
exiliar,exili,ar-regular,1,i,l,i,x,e,x,i,l
exonerar,exoner,ar-regular,1,r,e,n,o,e,x,o,n
exorcizar,exorziz,ar-regular,1,z,i,z,r,e,x,o,r
expedientar,expedient,ar-regular,1,t,n,e,i,e,x,p,e
expensar,expens,ar-regular,1,s,n,e,p,e,x,p,e
experimentar,experiment,ar-regular,1,t,n,e,m,e,x,p,e
expirar,expir,ar-regular,1,r,i,p,x,e,x,p,i
explanar,explan,ar-regular,1,n,a,l,p,e,x,p,l
explayar,explaL,ar-regular,1,L,a,l,p,e,x,p,l
explicar,explic,ar-regular,1,c,i,l,p,e,x,p,l
explorar,explor,ar-regular,1,r,o,l,p,e,x,p,l
explosionar,explosion,ar-regular,1,n,o,i,s,e,x,p,l
explotar,explot,ar-regular,1,t,o,l,p,e,x,p,l
expoliar,expoli,ar-regular,1,i,l,o,p,e,x,p,o
exportar,export,ar-regular,1,t,r,o,p,e,x,p,o
expresar,expres,ar-regular,1,s,e,r,p,e,x,p,r
expropiar,expropi,ar-regular,1,i,p,o,r,e,x,p,r
expulsar,expuls,ar-regular,1,s,l,u,p,e,x,p,u
expurgar,expurg,ar-regular,1,g,r,u,p,e,x,p,u
extasiar,extasi,ar-regular,1,i,s,a,t,e,x,t,a
exteriorizar,exterioriz,ar-regular,1,z,i,r,o,e,x,t,e
exterminar,extermin,ar-regular,1,n,i,m,r,e,x,t,e
extorsionar,extorsion,ar-regular,1,n,o,i,s,e,x,t,o
extraditar,extradit,ar-regular,1,t,i,d,a,e,x,t,r
extraviar,extrabi,ar-regular,1,i,b,a,r,e,x,t,r
extremar,extrem,ar-regular,1,m,e,r,t,e,x,t,r
fabricar,fabric,ar-regular,1,c,i,r,b,f,a,b,r
facilitar,fazilit,ar-regular,1,t,i,l,i,f,a,z,i
facturar,factur,ar-regular,1,r,u,t,c,f,a,c,t
facultar,facult,ar-regular,1,t,l,u,c,f,a,c,u
faenar,faen,ar-regular,1,n,e,a,f,f,a,e,n
fajar,faj,ar-regular,1,j,a,f,,f,a,j,
fallar,faL,ar-regular,1,L,a,f,,f,a,L,
falsificar,falsific,ar-regular,1,c,i,f,i,f,a,l,s
faltar,falt,ar-regular,1,t,l,a,f,f,a,l,t
familiarizar,familiariz,ar-regular,1,z,i,r,a,f,a,m,i
farolear,farole,ar-regular,1,e,l,o,r,f,a,r,o
fascinar,faszin,ar-regular,1,n,i,z,s,f,a,s,z
fastidiar,fastidi,ar-regular,1,i,d,i,t,f,a,s,t
fatigar,fatig,ar-regular,1,g,i,t,a,f,a,t,i
fechar,feC,ar-regular,1,C,e,f,,f,e,C,
federar,feder,ar-regular,1,r,e,d,e,f,e,d,e
felicitar,felizit,ar-regular,1,t,i,z,i,f,e,l,i
feriar,feri,ar-regular,1,i,r,e,f,f,e,r,i
fermentar,ferment,ar-regular,1,t,n,e,m,f,e,r,m
festejar,festej,ar-regular,1,j,e,t,s,f,e,s,t
fichar,fiC,ar-regular,1,C,i,f,,f,i,C,
figurar,figur,ar-regular,1,r,u,g,i,f,i,g,u
fijar,fij,ar-regular,1,j,i,f,,f,i,j,
filar,fil,ar-regular,1,l,i,f,,f,i,l,
filmar,film,ar-regular,1,m,l,i,f,f,i,l,m
filtrar,filtr,ar-regular,1,r,t,l,i,f,i,l,t
finalizar,finaliz,ar-regular,1,z,i,l,a,f,i,n,a
financiar,finanzi,ar-regular,1,i,z,n,a,f,i,n,a
fincar,finc,ar-regular,1,c,n,i,f,f,i,n,c
finiquitar,finicit,ar-regular,1,t,i,c,i,f,i,n,i
firmar,firm,ar-regular,1,m,r,i,f,f,i,r,m
fiscalizar,fiscaliz,ar-regular,1,z,i,l,a,f,i,s,c
flagelar,flajel,ar-regular,1,l,e,j,a,f,l,a,j
flanquear,flance,ar-regular,1,e,c,n,a,f,l,a,n
fletar,flet,ar-regular,1,t,e,l,f,f,l,e,t
flojear,floje,ar-regular,1,e,j,o,l,f,l,o,j
flotar,flot,ar-regular,1,t,o,l,f,f,l,o,t
fluctuar,fluctu,ar-regular,1,u,t,c,u,f,l,u,c
foguear,foge,ar-regular,1,e,g,o,f,f,o,g,e
follar,foL,ar-regular,1,L,o,f,,f,o,L,
fomentar,foment,ar-regular,1,t,n,e,m,f,o,m,e
fondear,fonde,ar-regular,1,e,d,n,o,f,o,n,d
forcejear,forzeje,ar-regular,1,e,j,e,z,f,o,r,z
forjar,forj,ar-regular,1,j,r,o,f,f,o,r,j
formalizar,formaliz,ar-regular,1,z,i,l,a,f,o,r,m
formar,form,ar-regular,1,m,r,o,f,f,o,r,m
formular,formul,ar-regular,1,l,u,m,r,f,o,r,m
forrar,foR,ar-regular,1,R,o,f,,f,o,R,
fortificar,fortific,ar-regular,1,c,i,f,i,f,o,r,t
forzar,forz,ar-ue,0,z,r,o,f,f,o,r,z
fosar,fos,ar-regular,1,s,o,f,,f,o,s,
fotocopiar,fotocopi,ar-regular,1,i,p,o,c,f,o,t,o
fotografiar,fotografi,ar-regular,1,i,f,a,r,f,o,t,o
fracasar,fracas,ar-regular,1,s,a,c,a,f,r,a,c
fraccionar,fraczion,ar-regular,1,n,o,i,z,f,r,a,c
fracturar,fractur,ar-regular,1,r,u,t,c,f,r,a,c
fragmentar,fragment,ar-regular,1,t,n,e,m,f,r,a,g
fraguar,fragu,ar-regular,1,u,g,a,r,f,r,a,g
franquear,france,ar-regular,1,e,c,n,a,f,r,a,n
frecuentar,frecuent,ar-regular,1,t,n,e,u,f,r,e,c
fregar,freg,ar-ie,0,g,e,r,f,f,r,e,g
frenar,fren,ar-regular,1,n,e,r,f,f,r,e,n
friccionar,friczion,ar-regular,1,n,o,i,z,f,r,i,c
frotar,frot,ar-regular,1,t,o,r,f,f,r,o,t
frustrar,frustr,ar-regular,1,r,t,s,u,f,r,u,s
frutar,frut,ar-regular,1,t,u,r,f,f,r,u,t
fulminar,fulmin,ar-regular,1,n,i,m,l,f,u,l,m
fumar,fum,ar-regular,1,m,u,f,,f,u,m,
fumigar,fumig,ar-regular,1,g,i,m,u,f,u,m,i
funcionar,funzion,ar-regular,1,n,o,i,z,f,u,n,z
fundamentar,fundament,ar-regular,1,t,n,e,m,f,u,n,d
fundar,fund,ar-regular,1,d,n,u,f,f,u,n,d
fusilar,fusil,ar-regular,1,l,i,s,u,f,u,s,i
fusionar,fusion,ar-regular,1,n,o,i,s,f,u,s,i
fustigar,fustig,ar-regular,1,g,i,t,s,f,u,s,t
galantear,galante,ar-regular,1,e,t,n,a,g,a,l,a
galardonar,galardon,ar-regular,1,n,o,d,r,g,a,l,a
galvanizar,galbaniz,ar-regular,1,z,i,n,a,g,a,l,b
ganar,gan,ar-regular,1,n,a,g,,g,a,n,
garantizar,garantiz,ar-regular,1,z,i,t,n,g,a,r,a
gasear,gase,ar-regular,1,e,s,a,g,g,a,s,e
gastar,gast,ar-regular,1,t,s,a,g,g,a,s,t
generalizar,jeneraliz,ar-regular,1,z,i,l,a,j,e,n,e
generar,jener,ar-regular,1,r,e,n,e,j,e,n,e
gestar,jest,ar-regular,1,t,s,e,j,j,e,s,t
gestionar,jestion,ar-regular,1,n,o,i,t,j,e,s,t
girar,jir,ar-regular,1,r,i,j,,j,i,r,
glorificar,glorific,ar-regular,1,c,i,f,i,g,l,o,r
glosar,glos,ar-regular,1,s,o,l,g,g,l,o,s
gobernar,gobern,ar-ie,0,n,r,e,b,g,o,b,e
golear,gole,ar-regular,1,e,l,o,g,g,o,l,e
golpear,golpe,ar-regular,1,e,p,l,o,g,o,l,p
gotear,gote,ar-regular,1,e,t,o,g,g,o,t,e
gozar,goz,ar-regular,1,z,o,g,,g,o,z,
grabar,grab,ar-regular,1,b,a,r,g,g,r,a,b
gradar,grad,ar-regular,1,d,a,r,g,g,r,a,d
graduar,gradu,ar-regular,1,u,d,a,r,g,r,a,d
granar,gran,ar-regular,1,n,a,r,g,g,r,a,n
granjear,granje,ar-regular,1,e,j,n,a,g,r,a,n
granular,granul,ar-regular,1,l,u,n,a,g,r,a,n
gratificar,gratific,ar-regular,1,c,i,f,i,g,r,a,t
gravar,grab,ar-regular,1,b,a,r,g,g,r,a,b
gripar,grip,ar-regular,1,p,i,r,g,g,r,i,p
gritar,grit,ar-regular,1,t,i,r,g,g,r,i,t
guardar,guard,ar-regular,1,d,r,a,u,g,u,a,r
guisar,gis,ar-regular,1,s,i,g,,g,i,s,
gustar,gust,ar-regular,1,t,s,u,g,g,u,s,t
habilitar,abilit,ar-regular,1,t,i,l,i,a,b,i,l
habitar,abit,ar-regular,1,t,i,b,a,a,b,i,t
habituar,abitu,ar-regular,1,u,t,i,b,a,b,i,t
hablar,abl,ar-regular,1,l,b,a,,a,b,l,
hacinar,azin,ar-regular,1,n,i,z,a,a,z,i,n
halagar,alag,ar-regular,1,g,a,l,a,a,l,a,g
hartar,art,ar-regular,1,t,r,a,,a,r,t,
hechizar,eCiz,ar-regular,1,z,i,C,e,e,C,i,z
heredar,ered,ar-regular,1,d,e,r,e,e,r,e,d
hermanar,erman,ar-regular,1,n,a,m,r,e,r,m,a
hidratar,idrat,ar-regular,1,t,a,r,d,i,d,r,a
hilvanar,ilban,ar-regular,1,n,a,b,l,i,l,b,a
hinchar,inC,ar-regular,1,C,n,i,,i,n,C,
hipnotizar,ipnotiz,ar-regular,1,z,i,t,o,i,p,n,o
hipotecar,ipotec,ar-regular,1,c,e,t,o,i,p,o,t
historiar,istori,ar-regular,1,i,r,o,t,i,s,t,o
holgar,olg,ar-ue,0,g,l,o,,o,l,g,
homenajear,omenaje,ar-regular,1,e,j,a,n,o,m,e,n
homologar,omolog,ar-regular,1,g,o,l,o,o,m,o,l
honrar,onr,ar-regular,1,r,n,o,,o,n,r,
hornear,orne,ar-regular,1,e,n,r,o,o,r,n,e
horrorizar,oRoriz,ar-regular,1,z,i,r,o,o,R,o,r
hospedar,osped,ar-regular,1,d,e,p,s,o,s,p,e
hospitalizar,ospitaliz,ar-regular,1,z,i,l,a,o,s,p,i
hostigar,ostig,ar-regular,1,g,i,t,s,o,s,t,i
humanizar,umaniz,ar-regular,1,z,i,n,a,u,m,a,n
humillar,umiL,ar-regular,1,L,i,m,u,u,m,i,L
hurtar,urt,ar-regular,1,t,r,u,,u,r,t,
idealizar,idealiz,ar-regular,1,z,i,l,a,i,d,e,a
idear,ide,ar-regular,1,e,d,i,,i,d,e,
identificar,identific,ar-regular,1,c,i,f,i,i,d,e,n
ignorar,ignor,ar-regular,1,r,o,n,g,i,g,n,o
igualar,igual,ar-regular,1,l,a,u,g,i,g,u,a
iluminar,ilumin,ar-regular,1,n,i,m,u,i,l,u,m
ilusionar,ilusion,ar-regular,1,n,o,i,s,i,l,u,s
ilustrar,ilustr,ar-regular,1,r,t,s,u,i,l,u,s
imaginar,imajin,ar-regular,1,n,i,j,a,i,m,a,j
imitar,imit,ar-regular,1,t,i,m,i,i,m,i,t
impacientar,impazient,ar-regular,1,t,n,e,i,i,m,p,a
impactar,impact,ar-regular,1,t,c,a,p,i,m,p,a
imperar,imper,ar-regular,1,r,e,p,m,i,m,p,e
implantar,implant,ar-regular,1,t,n,a,l,i,m,p,l
implementar,implement,ar-regular,1,t,n,e,m,i,m,p,l
implicar,implic,ar-regular,1,c,i,l,p,i,m,p,l
implorar,implor,ar-regular,1,r,o,l,p,i,m,p,l
importar,import,ar-regular,1,t,r,o,p,i,m,p,o
imposibilitar,imposibilit,ar-regular,1,t,i,l,i,i,m,p,o
impregnar,impregn,ar-regular,1,n,g,e,r,i,m,p,r
impresionar,impresion,ar-regular,1,n,o,i,s,i,m,p,r
imprimar,imprim,ar-regular,1,m,i,r,p,i,m,p,r
improvisar,improbis,ar-regular,1,s,i,b,o,i,m,p,r
impugnar,impugn,ar-regular,1,n,g,u,p,i,m,p,u
impulsar,impuls,ar-regular,1,s,l,u,p,i,m,p,u
imputar,imput,ar-regular,1,t,u,p,m,i,m,p,u
inaugurar,inaugur,ar-regular,1,r,u,g,u,i,n,a,u
incapacitar,incapazit,ar-regular,1,t,i,z,a,i,n,c,a
incautar,incaut,ar-regular,1,t,u,a,c,i,n,c,a
incendiar,inzendi,ar-regular,1,i,d,n,e,i,n,z,e
incentivar,inzentib,ar-regular,1,b,i,t,n,i,n,z,e
incinerar,inziner,ar-regular,1,r,e,n,i,i,n,z,i
incitar,inzit,ar-regular,1,t,i,z,n,i,n,z,i
inclinar,inclin,ar-regular,1,n,i,l,c,i,n,c,l
incomodar,incomod,ar-regular,1,d,o,m,o,i,n,c,o
incomunicar,incomunic,ar-regular,1,c,i,n,u,i,n,c,o
incordiar,incordi,ar-regular,1,i,d,r,o,i,n,c,o
incorporar,incorpor,ar-regular,1,r,o,p,r,i,n,c,o
incrementar,increment,ar-regular,1,t,n,e,m,i,n,c,r
increpar,increp,ar-regular,1,p,e,r,c,i,n,c,r
incriminar,incrimin,ar-regular,1,n,i,m,i,i,n,c,r
incrustar,incrust,ar-regular,1,t,s,u,r,i,n,c,r
inculcar,inculc,ar-regular,1,c,l,u,c,i,n,c,u
inculpar,inculp,ar-regular,1,p,l,u,c,i,n,c,u
incursionar,incursion,ar-regular,1,n,o,i,s,i,n,c,u
indagar,indag,ar-regular,1,g,a,d,n,i,n,d,a
indemnizar,indemniz,ar-regular,1,z,i,n,m,i,n,d,e
independizar,independiz,ar-regular,1,z,i,d,n,i,n,d,e
indicar,indic,ar-regular,1,c,i,d,n,i,n,d,i
indignar,indign,ar-regular,1,n,g,i,d,i,n,d,i
individualizar,indibidualiz,ar-regular,1,z,i,l,a,i,n,d,i
indizar,indiz,ar-regular,1,z,i,d,n,i,n,d,i
indultar,indult,ar-regular,1,t,l,u,d,i,n,d,u
industrializar,industrializ,ar-regular,1,z,i,l,a,i,n,d,u
infectar,infect,ar-regular,1,t,c,e,f,i,n,f,e
infestar,infest,ar-regular,1,t,s,e,f,i,n,f,e
infiltrar,infiltr,ar-regular,1,r,t,l,i,i,n,f,i
inflamar,inflam,ar-regular,1,m,a,l,f,i,n,f,l
inflar,infl,ar-regular,1,l,f,n,i,i,n,f,l
influenciar,influenzi,ar-regular,1,i,z,n,e,i,n,f,l
informar,inform,ar-regular,1,m,r,o,f,i,n,f,o
informatizar,informatiz,ar-regular,1,z,i,t,a,i,n,f,o
ingeniar,injeni,ar-regular,1,i,n,e,j,i,n,j,e
ingresar,ingres,ar-regular,1,s,e,r,g,i,n,g,r
inhabilitar,inabilit,ar-regular,1,t,i,l,i,i,n,a,b
inhalar,inal,ar-regular,1,l,a,n,i,i,n,a,l
inicializar,inizializ,ar-regular,1,z,i,l,a,i,n,i,z
iniciar,inizi,ar-regular,1,i,z,i,n,i,n,i,z
injertar,injert,ar-regular,1,t,r,e,j,i,n,j,e
injuriar,injuri,ar-regular,1,i,r,u,j,i,n,j,u
inmortalizar,inmortaliz,ar-regular,1,z,i,l,a,i,n,m,o
inmovilizar,inmobiliz,ar-regular,1,z,i,l,i,i,n,m,o
inmunizar,inmuniz,ar-regular,1,z,i,n,u,i,n,m,u
innovar,innob,ar-regular,1,b,o,n,n,i,n,n,o
inquietar,inciet,ar-regular,1,t,e,i,c,i,n,c,i
insertar,insert,ar-regular,1,t,r,e,s,i,n,s,e
insinuar,insinu,ar-regular,1,u,n,i,s,i,n,s,i
inspeccionar,inspeczion,ar-regular,1,n,o,i,z,i,n,s,p
inspirar,inspir,ar-regular,1,r,i,p,s,i,n,s,p
instalar,instal,ar-regular,1,l,a,t,s,i,n,s,t
instar,inst,ar-regular,1,t,s,n,i,i,n,s,t
instaurar,instaur,ar-regular,1,r,u,a,t,i,n,s,t
instigar,instig,ar-regular,1,g,i,t,s,i,n,s,t
institucionalizar,instituzionaliz,ar-regular,1,z,i,l,a,i,n,s,t
instrumentar,instrument,ar-regular,1,t,n,e,m,i,n,s,t
insultar,insult,ar-regular,1,t,l,u,s,i,n,s,u
insurreccionar,insuReczion,ar-regular,1,n,o,i,z,i,n,s,u
integrar,integr,ar-regular,1,r,g,e,t,i,n,t,e
intensificar,intensific,ar-regular,1,c,i,f,i,i,n,t,e
intentar,intent,ar-regular,1,t,n,e,t,i,n,t,e
interactuar,interactu,ar-regular,1,u,t,c,a,i,n,t,e
intercalar,intercal,ar-regular,1,l,a,c,r,i,n,t,e
intercambiar,intercambi,ar-regular,1,i,b,m,a,i,n,t,e
interceptar,interzept,ar-regular,1,t,p,e,z,i,n,t,e
interconectar,interconect,ar-regular,1,t,c,e,n,i,n,t,e
interesar,interes,ar-regular,1,s,e,r,e,i,n,t,e
internacionalizar,internazionaliz,ar-regular,1,z,i,l,a,i,n,t,e
internar,intern,ar-regular,1,n,r,e,t,i,n,t,e
interpelar,interpel,ar-regular,1,l,e,p,r,i,n,t,e
interpretar,interpret,ar-regular,1,t,e,r,p,i,n,t,e
interrogar,inteRog,ar-regular,1,g,o,R,e,i,n,t,e
intimidar,intimid,ar-regular,1,d,i,m,i,i,n,t,i
intoxicar,intoxic,ar-regular,1,c,i,x,o,i,n,t,o
intrigar,intrig,ar-regular,1,g,i,r,t,i,n,t,r
intrincar,intrinc,ar-regular,1,c,n,i,r,i,n,t,r
inundar,inund,ar-regular,1,d,n,u,n,i,n,u,n
inutilizar,inutiliz,ar-regular,1,z,i,l,i,i,n,u,t
invalidar,inbalid,ar-regular,1,d,i,l,a,i,n,b,a
inventar,inbent,ar-regular,1,t,n,e,b,i,n,b,e
invernar,inbern,ar-ie,0,n,r,e,b,i,n,b,e
investigar,inbestig,ar-regular,1,g,i,t,s,i,n,b,e
invitar,inbit,ar-regular,1,t,i,b,n,i,n,b,i
invocar,inboc,ar-regular,1,c,o,b,n,i,n,b,o
involucrar,inbolucr,ar-regular,1,r,c,u,l,i,n,b,o
inyectar,inLect,ar-regular,1,t,c,e,L,i,n,L,e
ionizar,ioniz,ar-regular,1,z,i,n,o,i,o,n,i
irradiar,iRadi,ar-regular,1,i,d,a,R,i,R,a,d
irritar,iRit,ar-regular,1,t,i,R,i,i,R,i,t
jalar,jal,ar-regular,1,l,a,j,,j,a,l,
jalear,jale,ar-regular,1,e,l,a,j,j,a,l,e
jamar,jam,ar-regular,1,m,a,j,,j,a,m,
jaspear,jaspe,ar-regular,1,e,p,s,a,j,a,s,p
jeringar,jering,ar-regular,1,g,n,i,r,j,e,r,i
jorobar,jorob,ar-regular,1,b,o,r,o,j,o,r,o
jubilar,jubil,ar-regular,1,l,i,b,u,j,u,b,i
jugar,jug,ar-ue,0,g,u,j,,j,u,g,
juguetear,jugete,ar-regular,1,e,t,e,g,j,u,g,e
jumar,jum,ar-regular,1,m,u,j,,j,u,m,
juntar,junt,ar-regular,1,t,n,u,j,j,u,n,t
juramentar,jurament,ar-regular,1,t,n,e,m,j,u,r,a
jurar,jur,ar-regular,1,r,u,j,,j,u,r,
justar,just,ar-regular,1,t,s,u,j,j,u,s,t
justificar,justific,ar-regular,1,c,i,f,i,j,u,s,t
juzgar,juzg,ar-regular,1,g,z,u,j,j,u,z,g
laborar,labor,ar-regular,1,r,o,b,a,l,a,b,o
laborear,labore,ar-regular,1,e,r,o,b,l,a,b,o
labrar,labr,ar-regular,1,r,b,a,l,l,a,b,r
laburar,labur,ar-regular,1,r,u,b,a,l,a,b,u
ladear,lade,ar-regular,1,e,d,a,l,l,a,d,e
ladrar,ladr,ar-regular,1,r,d,a,l,l,a,d,r
lamentar,lament,ar-regular,1,t,n,e,m,l,a,m,e
laminar,lamin,ar-regular,1,n,i,m,a,l,a,m,i
lanzar,lanz,ar-regular,1,z,n,a,l,l,a,n,z
largar,larg,ar-regular,1,g,r,a,l,l,a,r,g
lastimar,lastim,ar-regular,1,m,i,t,s,l,a,s,t
lastrar,lastr,ar-regular,1,r,t,s,a,l,a,s,t
lavar,lab,ar-regular,1,b,a,l,,l,a,b,
laxar,lax,ar-regular,1,x,a,l,,l,a,x,
lazar,laz,ar-regular,1,z,a,l,,l,a,z,
lechar,leC,ar-regular,1,C,e,l,,l,e,C,
legalizar,legaliz,ar-regular,1,z,i,l,a,l,e,g,a
legar,leg,ar-regular,1,g,e,l,,l,e,g,
legislar,lejisl,ar-regular,1,l,s,i,j,l,e,j,i
legitimar,lejitim,ar-regular,1,m,i,t,i,l,e,j,i
lesionar,lesion,ar-regular,1,n,o,i,s,l,e,s,i
levantar,lebant,ar-regular,1,t,n,a,b,l,e,b,a
levar,leb,ar-regular,1,b,e,l,,l,e,b,
liberalizar,liberaliz,ar-regular,1,z,i,l,a,l,i,b,e
liberar,liber,ar-regular,1,r,e,b,i,l,i,b,e
librar,libr,ar-regular,1,r,b,i,l,l,i,b,r
licenciar,lizenzi,ar-regular,1,i,z,n,e,l,i,z,e
licitar,lizit,ar-regular,1,t,i,z,i,l,i,z,i
licuar,licu,ar-regular,1,u,c,i,l,l,i,c,u
liderar,lider,ar-regular,1,r,e,d,i,l,i,d,e
lidiar,lidi,ar-regular,1,i,d,i,l,l,i,d,i
ligar,lig,ar-regular,1,g,i,l,,l,i,g,
limar,lim,ar-regular,1,m,i,l,,l,i,m,
limitar,limit,ar-regular,1,t,i,m,i,l,i,m,i
limpiar,limpi,ar-regular,1,i,p,m,i,l,i,m,p
linchar,linC,ar-regular,1,C,n,i,l,l,i,n,C
lindar,lind,ar-regular,1,d,n,i,l,l,i,n,d
linear,line,ar-regular,1,e,n,i,l,l,i,n,e
liquidar,licid,ar-regular,1,d,i,c,i,l,i,c,i
listar,list,ar-regular,1,t,s,i,l,l,i,s,t
llagar,Lag,ar-regular,1,g,a,L,,L,a,g,
llamar,Lam,ar-regular,1,m,a,L,,L,a,m,
llegar,Leg,ar-regular,1,g,e,L,,L,e,g,
llenar,Len,ar-regular,1,n,e,L,,L,e,n,
llevar,Leb,ar-regular,1,b,e,L,,L,e,b,
llorar,Lor,ar-regular,1,r,o,L,,L,o,r,
lloviznar,Lobizn,ar-regular,1,n,z,i,b,L,o,b,i
localizar,localiz,ar-regular,1,z,i,l,a,l,o,c,a
lograr,logr,ar-regular,1,r,g,o,l,l,o,g,r
luchar,luC,ar-regular,1,C,u,l,,l,u,C,
lustrar,lustr,ar-regular,1,r,t,s,u,l,u,s,t
macerar,mazer,ar-regular,1,r,e,z,a,m,a,z,e
machacar,maCac,ar-regular,1,c,a,C,a,m,a,C,a
madrugar,madrug,ar-regular,1,g,u,r,d,m,a,d,r
madurar,madur,ar-regular,1,r,u,d,a,m,a,d,u
magnificar,magnific,ar-regular,1,c,i,f,i,m,a,g,n
majar,maj,ar-regular,1,j,a,m,,m,a,j,
malear,male,ar-regular,1,e,l,a,m,m,a,l,e
malograr,malogr,ar-regular,1,r,g,o,l,m,a,l,o
maltratar,maltrat,ar-regular,1,t,a,r,t,m,a,l,t
malversar,malbers,ar-regular,1,s,r,e,b,m,a,l,b
mamar,mam,ar-regular,1,m,a,m,,m,a,m,
manar,man,ar-regular,1,n,a,m,,m,a,n,
mancar,manc,ar-regular,1,c,n,a,m,m,a,n,c
manchar,manC,ar-regular,1,C,n,a,m,m,a,n,C
mancillar,manziL,ar-regular,1,L,i,z,n,m,a,n,z
mancomunar,mancomun,ar-regular,1,n,u,m,o,m,a,n,c
mancornar,mancorn,ar-ue,0,n,r,o,c,m,a,n,c
mandar,mand,ar-regular,1,d,n,a,m,m,a,n,d
manejar,manej,ar-regular,1,j,e,n,a,m,a,n,e
mangar,mang,ar-regular,1,g,n,a,m,m,a,n,g
maniatar,maniat,ar-regular,1,t,a,i,n,m,a,n,i
manifestar,manifest,ar-ie,0,t,s,e,f,m,a,n,i
maniobrar,maniobr,ar-regular,1,r,b,o,i,m,a,n,i
manipular,manipul,ar-regular,1,l,u,p,i,m,a,n,i
manufacturar,manufactur,ar-regular,1,r,u,t,c,m,a,n,u
maquilar,macil,ar-regular,1,l,i,c,a,m,a,c,i
maquillar,maciL,ar-regular,1,L,i,c,a,m,a,c,i
maquinar,macin,ar-regular,1,n,i,c,a,m,a,c,i
maravillar,marabiL,ar-regular,1,L,i,b,a,m,a,r,a
marcar,marc,ar-regular,1,c,r,a,m,m,a,r,c
marchar,marC,ar-regular,1,C,r,a,m,m,a,r,C
marchitar,marCit,ar-regular,1,t,i,C,r,m,a,r,C
marear,mare,ar-regular,1,e,r,a,m,m,a,r,e
marginar,marjin,ar-regular,1,n,i,j,r,m,a,r,j
maridar,marid,ar-regular,1,d,i,r,a,m,a,r,i
marinar,marin,ar-regular,1,n,i,r,a,m,a,r,i
mascar,masc,ar-regular,1,c,s,a,m,m,a,s,c
mascullar,mascuL,ar-regular,1,L,u,c,s,m,a,s,c
masticar,mastic,ar-regular,1,c,i,t,s,m,a,s,t
matar,mat,ar-regular,1,t,a,m,,m,a,t,
materializar,materializ,ar-regular,1,z,i,l,a,m,a,t,e
matizar,matiz,ar-regular,1,z,i,t,a,m,a,t,i
matricular,matricul,ar-regular,1,l,u,c,i,m,a,t,r
matrimoniar,matrimoni,ar-regular,1,i,n,o,m,m,a,t,r
maximizar,maximiz,ar-regular,1,z,i,m,i,m,a,x,i
mecanizar,mecaniz,ar-regular,1,z,i,n,a,m,e,c,a
mecanografiar,mecanografi,ar-regular,1,i,f,a,r,m,e,c,a
mediar,medi,ar-regular,1,i,d,e,m,m,e,d,i
mediatizar,mediatiz,ar-regular,1,z,i,t,a,m,e,d,i
medicar,medic,ar-regular,1,c,i,d,e,m,e,d,i
medicinar,medizin,ar-regular,1,n,i,z,i,m,e,d,i
meditar,medit,ar-regular,1,t,i,d,e,m,e,d,i
mejorar,mejor,ar-regular,1,r,o,j,e,m,e,j,o
mellar,meL,ar-regular,1,L,e,m,,m,e,L,
memorizar,memoriz,ar-regular,1,z,i,r,o,m,e,m,o
mencionar,menzion,ar-regular,1,n,o,i,z,m,e,n,z
menear,mene,ar-regular,1,e,n,e,m,m,e,n,e
menguar,mengu,ar-regular,1,u,g,n,e,m,e,n,g
menoscabar,menoscab,ar-regular,1,b,a,c,s,m,e,n,o
menospreciar,menosprezi,ar-regular,1,i,z,e,r,m,e,n,o
mentar,ment,ar-ie,0,t,n,e,m,m,e,n,t
menudear,menude,ar-regular,1,e,d,u,n,m,e,n,u
mercadear,mercade,ar-regular,1,e,d,a,c,m,e,r,c
mercar,merc,ar-regular,1,c,r,e,m,m,e,r,c
merendar,merend,ar-ie,0,d,n,e,r,m,e,r,e
mermar,merm,ar-regular,1,m,r,e,m,m,e,r,m
merodear,merode,ar-regular,1,e,d,o,r,m,e,r,o
mestizar,mestiz,ar-regular,1,z,i,t,s,m,e,s,t
mesurar,mesur,ar-regular,1,r,u,s,e,m,e,s,u
metabolizar,metaboliz,ar-regular,1,z,i,l,o,m,e,t,a
mezclar,mezcl,ar-regular,1,l,c,z,e,m,e,z,c
militar,milit,ar-regular,1,t,i,l,i,m,i,l,i
